date,local_name,name,country_code,fixed,global,types,year,month
2025-12-25,Noël,Christmas Day,FR,False,True,Public,2025,12
2025-01-01,元日,New Year's Day,JP,False,True,Public,2025,01
2025-01-13,成人の日,Coming of Age Day,JP,False,True,Public,2025,01
2025-02-11,建国記念の日,Foundation Day,JP,False,True,Public,2025,02
2025-02-24,天皇誕生日,The Emperor's Birthday,JP,False,True,Public,2025,02
2025-03-20,春分の日,Vernal Equinox Day,JP,False,True,Public,2025,03
2025-04-29,昭和の日,Shōwa Day,JP,False,True,Public,2025,04
2025-05-03,憲法記念日,Constitution Memorial Day,JP,False,True,Public,2025,05
2025-05-06,みどりの日,Greenery Day,JP,False,True,Public,2025,05
2025-05-05,こどもの日,Children's Day,JP,False,True,Public,2025,05
2025-07-21,海の日,Marine Day,JP,False,True,Public,2025,07
2025-08-11,山の日,Mountain Day,JP,False,True,Public,2025,08
2025-09-15,敬老の日,Respect for the Aged Day,JP,False,True,Public,2025,09
2025-09-23,秋分の日,Autumnal Equinox Day,JP,False,True,Public,2025,09
2025-10-13,スポーツの日,Sports Day,JP,False,True,Public,2025,10
2025-11-03,文化の日,Culture Day,JP,False,True,Public,2025,11
2025-11-24,勤労感謝の日,Labour Thanksgiving Day,JP,False,True,Public,2025,11
2025-01-01,Confraternização Universal,New Year's Day,BR,False,True,Public,2025,01
2025-03-03,Carnaval,Carnival,BR,False,True,"Bank, Optional",2025,03
2025-03-04,Carnaval,Carnival,BR,False,True,"Bank, Optional",2025,03
2025-04-18,Sexta-feira Santa,Good Friday,BR,False,True,Public,2025,04
2025-04-20,Domingo de Páscoa,Easter Sunday,BR,False,True,Public,2025,04
2025-04-21,Dia de Tiradentes,Tiradentes,BR,False,True,Public,2025,04
2025-05-01,Dia do Trabalhador,Labour Day,BR,False,True,Public,2025,05
2025-06-19,Corpus Christi,Corpus Christi,BR,False,True,Public,2025,06
2025-07-09,Revolução Constitucionalista de 1932,Constitutionalist Revolution of 1932,BR,False,False,Public,2025,07
2025-09-07,Dia da Independência,Independence Day,BR,False,True,Public,2025,09
2025-10-12,Nossa Senhora Aparecida,Our Lady of Aparecida,BR,False,True,Public,2025,10
2025-11-02,Dia de Finados,All Souls' Day,BR,False,True,Public,2025,11
2025-11-15,Proclamação da República,Republic Proclamation Day,BR,False,True,Public,2025,11
2025-11-20,Dia da Consciência Negra,Black Awareness Day,BR,False,True,Public,2025,11
2025-12-25,Natal,Christmas Day,BR,False,True,Public,2025,12
2025-01-01,New Year's Day,New Year's Day,ZA,False,True,Public,2025,01
2025-03-21,Human Rights Day,Human Rights Day,ZA,False,True,Public,2025,03
2025-04-18,Good Friday,Good Friday,ZA,False,True,Public,2025,04
2025-04-21,Family Day,Family Day,ZA,False,True,Public,2025,04
2025-04-28,Freedom Day,Freedom Day,ZA,False,True,Public,2025,04
2025-05-01,Workers' Day,Workers' Day,ZA,False,True,Public,2025,05
2025-06-16,Youth Day,Youth Day,ZA,False,True,Public,2025,06
2025-08-09,National Women's Day,National Women's Day,ZA,False,True,Public,2025,08
2025-09-24,Heritage Day,Heritage Day,ZA,False,True,Public,2025,09
2025-12-16,Day of Reconciliation,Day of Reconciliation,ZA,False,True,Public,2025,12
2025-12-25,Christmas Day,Christmas Day,ZA,False,True,Public,2025,12
2025-12-26,St. Stephen's Day,Day of Goodwill,ZA,False,True,Public,2025,12
